y,u
0.5,3.75064642573588
0.506442283602568,3.75064642573588
0.525258268001914,3.75064642573588
0.555481455981027,3.75064642573588
0.595958015971573,3.75064642573588
0.645449701952429,3.75064642573588
0.702720920922589,3.75064642573588
0.766599177767768,3.75064642573588
0.836009501411143,3.75064642573588
0.909988914339005,3.75064642573588
0.987687861556618,3.75064642573588
1.06836421552895,3.75064642573588
1.15137370902407,3.75064642573588
1.23615915723168,3.75064642573588
1.32223978498386,3.75064642573588
1.40920131493453,3.75064642573588
1.49668708582384,3.75064642573588
1.58439025790171,3.75064642573588
1.67204705517972,3.75064642573588
1.75943094644218,3.75064642573588
1.84634765164946,3.75064642573588
1.93263086169108,3.75064642573588
2.01813856850869,3.75064642573588
2.10274991459107,3.75064642573588
2.1863624832514,3.75064642573588
2.2688899627324,3.75064642573588
2.35026012755145,3.75064642573588
2.43041308946865,3.75064642573588
2.50929977808784,3.75064642573588
2.58688061751768,3.75064642573588
2.66312437088479,3.75064642573588
2.73800712896109,2.03421291770893
2.81062475431992,2.03421291770893
2.8801560360531,2.03421291770893
2.9467045593563,2.03421291770893
3.01037136697415,2.03421291770893
3.07125488801413,2.03421291770893
3.12945089424777,2.03421291770893
3.18505247852133,2.03421291770893
3.23815005097576,2.03421291770893
3.2888313496148,2.03421291770893
3.33718146241799,2.03421291770893
3.38328285871611,2.03421291770893
3.42721542796163,2.03421291770893
3.46905652436019,2.03421291770893
3.50888101609807,2.03421291770893
3.54676133811972,2.03421291770893
3.5827675475881,2.03421291770893
3.6169673813077,2.03421291770893
3.64942631451113,2.03421291770893
3.68020762051093,2.03421291770893
3.70937243080177,2.03421291770893
3.73697979526801,2.03421291770893
3.76308674221022,2.03421291770893
3.78774833795349,2.03421291770893
3.81101774584154,2.03421291770893
3.83294628445601,2.03421291770893
3.85358348492954,2.03421291770893
3.87297714724663,2.03421291770893
3.89117339544743,2.03421291770893
3.9082167316677,2.03421291770893
3.92415008896368,2.03421291770893
3.93901488288346,2.03421291770893
3.95285106175784,2.03421291770893
3.96569715569299,2.03421291770893
3.9775903242551,2.03421291770893
3.98856640284434,2.03421291770893
3.99865994776094,2.03421291770893
4.00790427997109,2.03421291770893
4.01633152758465,2.03421291770893
4.02397266705977,2.03421291770893
4.03085756315258,2.03421291770893
4.03701500763244,2.03421291770893
4.0424727567849,2.03421291770893
4.04725756772654,2.03421291770893
4.05139523355662,2.03421291770893
4.05491061737159,2.03421291770893
4.0578276851695,2.03421291770893
4.06016953767122,2.03421291770893
4.06195844108642,2.03421291770893
4.06321585685199,2.03421291770893
4.06396247037061,2.03421291770893
4.06421821877757,2.03421291770893
4.06400231776317,2.03421291770893
4.06333328747816,2.03421291770893
4.06222897754947,3.45649483074451
4.06118089438172,3.45649483074451
4.06065512530298,3.45649483074451
4.06063137676207,3.45649483074451
4.06108997268532,3.45649483074451
4.06201183724355,3.45649483074451
4.06337847820099,3.45649483074451
4.06517197081337,3.45649483074451
4.06737494224481,3.45649483074451
4.06997055647532,3.45649483074451
4.07294249967271,3.45649483074451
4.0762749660043,3.45649483074451
